study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item6,Introduction,Rationale,3b,Provide a balanced presentation of potential benefits and harms of the intervention(s).,Introduction,Rationale,,Report the interventions used in each study synthesised in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item35,Methods,Data synthesis,15d,"Describe methods of any prespecified additional analyses (such as sensitivity or subgroup analyses, meta-regression).",Methodology,Synthesis Methods (Sensitivity Analysis),,Report the method used in sensitivity analysis to test the robustness of the results,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item13,Methods,Eligibility criteria and outcomes of interest,6c,"Include adverse events as (primary or secondary) outcome of interest. Define them and grade their severity (such as mild, moderate, severe, fatal).",Methodology,Study Risk of Bias Assessment,,Report the methodology used to assess the risk of bias in studies included in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item27,Methods,Assessment of methodological quality and quality of evidence,13a,"State the evaluation of reporting and/or methodological quality (e.g., using PRISMA, PRISMA-harms, AMSTAR, or R-AMSTAR) of the included reviews.",Methodology,Study Risk of Bias Assessment,Critical Appraisal,Report the methodology used to assess the risk of bias in studies included in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item28,Methods,Assessment of methodological quality and quality of evidence,13be,State the evaluation of quality for individual studies that are included in the SRs and for the additional primary studies.,Methodology,Study Risk of Bias Assessment,Critical Appraisal,Report the methodology used to assess the risk of bias in studies included in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item29,Methods,Assessment of methodological quality and quality of evidence,13c,"State the evaluation of quality of evidence (e.g., using GRADE approach).",Methodology,Certainty Assessment,Critical Appraisal,Report the methodology used to assess the risk of bias in studies included in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item3,Abstract,Structured-like summary,2a,"Provide a structured-like abstract, as applicable: background, objective, data sources, selection criteria, data extraction, review appraisal, data synthesis methods, results, limitations, conclusions.",Abstract,Abstract,,Report the methodology used to assess the risk of bias in studies included in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item30,Methods,Assessment of methodological quality and quality of evidence,13d,"Describe the methods (e.g., piloted forms, independently, in duplicate) used for the quality assessment.",Methodology,Study Risk of Bias Assessment,Critical Appraisal,Report the methodology used to assess the risk of bias in studies included in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item31,Methods,Meta-bias(es),14,"Specify any planned assessment of meta-bias(es) (such as publication bias across studies, selective reporting within studies, ROBIS tool).",Methodology,Study Risk of Bias Assessment,Critical Appraisal,Report the methodology used to assess the risk of bias in studies included in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item1,Title,Title,1a,"Specify the study design with terms such as 'overview of (systematic) reviews', 'umbrella review', '(systematic) review of systematic reviews', or '(systematic) meta-review' in the title of the OoSRs.",Title,Title,,Report the methodology used to conduct the review,also is study design for the synthesised studies,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item35,Methods,Data synthesis,15d,"Describe methods of any prespecified additional analyses (such as sensitivity or subgroup analyses, meta-regression).",Methodology,Synthesis Methods (Methods to Explore Heterogeneity),,Report the methodology used to explore sources of heterogeneity,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item10,Other,Protocol and registration,5b,"If registered, provide the name of the registry (such as a valid Web address, PROSPERO).",Other information,Registration and Protocol,,Report the name of the registry for the preregistration/protocol,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item24,Methods,Data collection process,11a,"Describe the method of data extraction from included SRs (e.g., data collection form, extraction in duplicate and independently, resolving disagreements by consensus).",Methodology,Data Collection Process,,Report the number of reviewers who conducted the data collection process,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item30,Methods,Assessment of methodological quality and quality of evidence,13d,"Describe the methods (e.g., piloted forms, independently, in duplicate) used for the quality assessment.",Methodology,Study Risk of Bias Assessment,Critical Appraisal,Report the number of reviewers who conducted the risk of bias assessment,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item3,Abstract,Structured-like summary,2a,"Provide a structured-like abstract, as applicable: background, objective, data sources, selection criteria, data extraction, review appraisal, data synthesis methods, results, limitations, conclusions.",Abstract,Abstract,,Report the objectives of the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item8,Introduction,Objectives (PICOS),4,Provide an explicit statement of research question(s) that specifies PICOS: Participants; Interventions; Comparators; Outcomes; Study design.,Introduction,Objectives,,Report the questions the authors sought to address in the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item5,Introduction,Rationale,3a,Specify the rationale and the scope (wide or narrow agendas) for the overview in the context of an existing body of knowledge on the topic.,Introduction,Rationale,,Report the rationale for conducting the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item7,Introduction,Rationale,3ca,Define which events are considered harms according to previous literature and provide a clear rationale for the specific harms included in the OoSRs.,Introduction,Rationale,,Report the rationale for conducting the review,,,
bougioukas_2018,bougioukas_2018,bougioukas_2018_item16,Methods,Information sources,7b,"Search supplementary sources (e.g., hand searching, reference lists, related reviews and guidelines, protocol registries, conference abstracts, and other gray literature).",Methodology,Information Sources,,Report the registries used in the literature search,,,
