study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,X,X.1
montazeri_2023,montazeri_2023,montazeri_2023_item15,Results,Results,15,"General recommendation: Studies under consideration could be summarized and organized by different subtitles and different scenarios. Regardless, results need to be presented in separate tables covering each subtitle. The followings are some options that could help to summarize the findings.

Option 1:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table. Also, specify the review type (scoping review, narrative review, systematic review, and meta-analysis).
- Summarize the findings according to the study designs and main study types.

Option 2:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table. Also, indicate the review type (scoping review, narrative review, systematic review, and meta-analysis) should be specified. 
- Summarize the findings according to outcome measures or populations.

Option 3:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table. Also, specify the review type (scoping review, narrative review, systematic review, and meta-analysis).
- Summarize the findings according to concept.

Option 4:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table, and also specify the review type (scoping review, narrative review, systematic review, and meta-analysis).
- Summarize the findings according to different subtitles relevant to the main topic.",Results,Synthesis results,,NA,,NA,NA
haddaway_2018,haddaway_2018_systematic.review,haddaway_2018_systematic.review_item5,Background,Background,NA,Describe the rationale for the review in the context of what is already known. Reviews must indicate why this study was necessary and what it aims to contribute to the field. ,Introduction,Rationale,,Report the rationale(s) of the review,,NA,NA
gordon_2014,gordon_2014,gordon_2014_item14,,Results,14,Give a flow diagram summarising study selection,Results,Study Selection,,Report a flow diagram,,NA,NA
gordon_2014,gordon_2014,gordon_2014_item14,,Results,14,Give a flow diagram summarising study selection,Results,Study Selection,,Report the results of the screening process,,NA,NA
tricco_2018,tricco_2018,tricco_2018_item17,Results,Selection of sources of evidence,17,"Give numbers of sources of evidence screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally using a flow diagram.",Results,Study Selection,,Report a flow diagram,,NA,NA
tricco_2018,tricco_2018,tricco_2018_item17,Results,Selection of sources of evidence,17,"Give numbers of sources of evidence screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally using a flow diagram.",Results,Study Selection,,Report the results of the screening process,,NA,NA
tricco_2018,tricco_2018,tricco_2018_item17,Results,Selection of sources of evidence,17,"Give numbers of sources of evidence screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally using a flow diagram.",Results,Study Selection,,Report each of the studies included in the synthesis,,NA,NA
tricco_2018,tricco_2018,tricco_2018_item17,Results,Selection of sources of evidence,17,"Give numbers of sources of evidence screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally using a flow diagram.",Results,Study Selection,,Report each of the studies excluded during full text screening,,NA,NA
murad_2017,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,Study Selection,,Report a flow diagram,,NA,NA
murad_2017,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,Study Selection,,Report the results of the screening process,,NA,NA
murad_2017,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,Study Selection,,Report each of the studies included in the synthesis,,NA,NA
murad_2017,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,Study Selection,,Report each of the studies excluded during full text screening,,NA,NA
murad_2017,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,Study Selection,,Report a measure of interater agreement for the literature screening process,,NA,NA
guise_2017,guise_2017,guise_2017_item24,methods,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram,,NA,NA
guise_2017,guise_2017,guise_2017_item24,methods,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report the results of the screening process,,NA,NA
guise_2017,guise_2017,guise_2017_item24,methods,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report each of the studies included in the synthesis,,NA,NA
guise_2017,guise_2017,guise_2017_item24,methods,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report each of the studies excluded during full text screening,,NA,NA
hutton_2015,hutton_2015,hutton_2015_item19,RESULTS,study selection,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram,,NA,NA
hutton_2015,hutton_2015,hutton_2015_item19,RESULTS,study selection,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report the results of the screening process,,NA,NA
