study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,language,check 
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item15,Searches,Organisational websites,NA,Provide the number of organisational websites to be searched.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item16,Searches,Estimating the comprehensiveness of the search,NA,Describe the process by which the comprehensiveness of the search strategy was assessed (i.e. list of benchmark articles).,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item17,Searches,Search update,NA,Describe any plans to update the searches during the conduct of the review.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item18,Article screening and study inclusion criteria,Screening strategy,NA,Describe the methodology for screening articles/studies for relevance/eligibility.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item19,Article screening and study inclusion criteria,Consistency checking,NA,Describe clearly the process for checking consistency of decisions and how many will be checked by more than one reviewer.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item2,Type of review,Type of review,NA,"Select one of the following types of review: systematic review, systematic review update, systematic review amendment, systematic review from a systematic map, systematic map, systematic map update, systematic map amendment",Title,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item20,Article screening and study inclusion criteria,Inclusion criteria,NA,Describe the inclusion criteria used to assess relevance of identified articles/studies. These must be broken down into question key elements and other restrictions.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item21,Article screening and study inclusion criteria,Reasons for exclusion,NA,State that you will provide a list of articles excluded at full text with reasons for exclusion.,Results,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item22,Critical appraisal,Critical appraisal strategy,NA,Describe the method you propose for critical appraisal of study validity (including assessment of individual studies and the evidence base as a whole).,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item23,Critical appraisal,Critical appraisal used in synthesis,NA,Describe how the information from critical appraisal will be used in synthesis.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item24,Critical appraisal,Consistency checking,NA,Describe how repeatability of critical appraisal of study validity will be tested.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item25,Data extraction,Meta-data extraction and coding strategy,NA,"Describe the method for meta-data extraction and coding for studies (potentially providing forms/data sheets (ideally piloted), list of variables to be extracted).",Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item26,Data extraction,Data extraction strategy,NA,Describe the method for extraction of qualitative and/or quantitative study findings (potentially providing forms/data sheets (ideally piloted)).,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item27,Data extraction,Approaches to missing data,NA,Describe any processes for obtaining and confirming missing or unclear information or data from authors.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item28,Data extraction,Consistency checking,NA,Describe how repeatability of the meta-data/data extraction process will be tested.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item29,Potential effect modifiers/reasons for heterogeneity,Potential effect modifiers/reasons for heterogeneity,NA,Provide a list of and justification for the effect modifiers /reasons for heterogeneity that will be considered in the review.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item3,Authors contacts,Authors contacts,NA,"The full names, institutional addresses, and email addresses for all authors must be provided.",Other Information,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item30,Data synthesis and presentation,Type of synthesis,NA,State the type of synthesis conducted as part of the systematic map or systematic review.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item31,Data synthesis and presentation,Narrative synthesis strategy,NA,"Describe methods to be used for narratively synthesising the evidence base in the form of descriptive statistics, tables and figures.",Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item32,Data synthesis and presentation,Quantitative synthesis strategy,NA,"If data are appropriate for quantitative synthesis, describe planned methods for calculating effect sizes, combining data, and exploring heterogeneity.",Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item33,Data synthesis and presentation,Qualitative synthesis strategy,NA,Describe methods to be used for synthesising qualitative data and justify your methodological choice.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item34,Data synthesis and presentation,Other synthesis strategies,NA,Describe any other approaches to be used for synthesising data or combining qualitative and quantitative synthesis (e.g. mixed-methods).,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item35,Data synthesis and presentation,Assessment of risk of publication bias,NA,Describe planned methods for examining the possible influence of publication bias on the synthesis.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item36,Data synthesis and presentation,Knowledge gap and cluster identification strategy,NA,Describe the methods to be used to identify and/or prioritise key knowledge gaps and knowledge clusters.,Methodology,english,km
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item37,Data synthesis and presentation,Demonstrating procedural independence,NA,Describe the role of systematic reviewers in decisions regarding inclusion or appraisal of their own work.,Methodology,english,km
